"journal-article-10.2307_40290669-ngram1.txt","The American Archivist"
"journal-article-10.2307_40289579-ngram1.txt","General Index to \"The American Archivist\": Vols. 1-20, January 1938 to October 1957"
"journal-article-10.2307_40293556-ngram1.txt","Annual Bibliography: Writings for Archivists: 1989"
"journal-article-10.2307_40293501-ngram1.txt","Annual Bibliography: Writings on Archives: 1988"
"journal-article-10.2307_40293717-ngram1.txt","Professional Resources: Writings for Archivists, 1990"
"journal-article-10.2307_40294333-ngram1.txt","Special Section on A*CENSUS (Archival Census &amp; Education Needs Survey in the United States)"
"journal-article-10.2307_40291354-ngram1.txt","Bibliography: Writings on Archives, Current Records, and Historical Manuscripts 1967-1968"
"journal-article-10.2307_27802734-ngram1.txt","Society of American Archivists"
"journal-article-10.2307_40293056-ngram1.txt","Writings on Archives, Historical Manuscripts, and Current Records: 1984"
"journal-article-10.2307_40293781-ngram1.txt","Professional Resources: Writings for Archivists, 1991"
"journal-article-10.2307_40291067-ngram1.txt","Bibliography: Writings on Archives, Current Records, and Historical Manuscripts: 1964"
"journal-article-10.2307_40294258-ngram1.txt","Lester J. Cappon and the Relationship of History, Archives, and Scholarship in the Golden Age of Archival Theory"
"journal-article-10.2307_40293030-ngram1.txt","Writings on Archives, Historical Manuscripts, and Current Records: 1983"
"journal-article-10.2307_40294342-ngram1.txt","Society of American Archivists"
"journal-article-10.2307_40290683-ngram1.txt","Bibliography: Writings on Archives, Current Records, and Historical Manuscripts: 1965"
"journal-article-10.2307_40293953-ngram1.txt","Lawrence Berkeley Laboratory Records: Who Should Collect and Maintain Them?"
"journal-article-10.2307_40291441-ngram1.txt","Bibliography: Writings on Archives, Current Records, and Historical Manuscripts: 1970"
"journal-article-10.2307_40292764-ngram1.txt","Writings on Archives, Historical Manuscripts, and Current Records: 1975"
"journal-article-10.2307_40292318-ngram1.txt","Writings on Archives, Historical Manuscripts, and Current Records: 1978"
"journal-article-10.2307_40291335-ngram1.txt","Bibliography: Writings on Archives, Current Records, and Historical Manuscripts: 1969"
"journal-article-10.2307_40292110-ngram1.txt","Writings on Archives, Historical Manuscripts, and Current Records: 1976"
"journal-article-10.2307_40290850-ngram1.txt","Bibliography: Writings on Archives, Current Records, and Historical Manuscripts: 1966"
"journal-article-10.2307_40291025-ngram1.txt","Bibliography: Writings on Archives, Current Records, and Historical Manuscripts: 1963"
"journal-article-10.2307_40294494-ngram1.txt","\"For Posterity\": The Personal Audio Recordings of Louis Armstrong"
"journal-article-10.2307_40292204-ngram1.txt","Writings on Archives, Historical Manuscripts, and Current Records: 1977"
"journal-article-10.2307_40292527-ngram1.txt","Volume Information"
"journal-article-10.2307_40294172-ngram1.txt","Principles, Methods, and Instruments for the Creation, Preservation, and Use of Archival Records in the Digital Environment"
"journal-article-10.2307_40291760-ngram1.txt","Annual Bibliography: Writings on Archives, Historical Manuscripts, and Current Records: 1973"
"journal-article-10.2307_23079009-ngram1.txt","Preserving the H-Net Email Lists: A Case Study in Trusted Digital Repository Assessment"
"journal-article-10.2307_40292744-ngram1.txt","Annotated Bibliography on Appraisal"
"journal-article-10.2307_43489591-ngram1.txt","Data Curation and the University Archives"
"journal-article-10.2307_23079045-ngram1.txt","ARMA v. SAA: The History and Heart of Professional Friction"
"journal-article-10.2307_40289520-ngram1.txt","Writings on Archives, Current Records, and Historical Manuscripts, June 1955-May 1956"
"journal-article-10.2307_40293771-ngram1.txt","Nixon's Legal Legacy: White House Papers and the Constitution"
"journal-article-10.2307_43489655-ngram1.txt","Documenting Maryland Women State Legislators: The Politics of Collecting Women's Political Papers"
"journal-article-10.2307_40294453-ngram1.txt","The New Archives for American Labor: From Attic to Digital Shop Floor"
"journal-article-10.2307_40291853-ngram1.txt","Writings on Archives, Historical Manuscripts, and Current Records: 1974"
"journal-article-10.2307_40294347-ngram1.txt","The Documentation Strategy Process: A Model and a Case Study"
"journal-article-10.2307_40288358-ngram1.txt","The Bureau of Navigation, 1862-1942"
"journal-article-10.2307_40292762-ngram1.txt","The Management and Preservation of Local Public Records: Report of the State and Local Records Committee"
"journal-article-10.2307_40290256-ngram1.txt","Bibliography: Writings on Archives, Current Records, and Historical Manuscripts: July 1961—June 1962"
"journal-article-10.2307_40289371-ngram1.txt","Writings on Archives, Current Records, and Historical Manuscripts, June 1954-May 1955"
"journal-article-10.2307_40289814-ngram1.txt","Church Archives in the United States and Canada; A Bibliography"
"journal-article-10.2307_40293253-ngram1.txt","Volume Information"
"journal-article-10.2307_40293495-ngram1.txt","Managing the Records of Higher Education: The State of Records Management in American Colleges and Universities"
"journal-article-10.2307_40293644-ngram1.txt","Scholarly Communication and Information Technology: Exploring the Impact of Changes in the Research Process on Archives"
"journal-article-10.2307_40293049-ngram1.txt","Volume Information"
"journal-article-10.2307_43489586-ngram1.txt","The Role of Copyright in Selection for Digitization"
"journal-article-10.2307_40294105-ngram1.txt","Integrated Archives and Records Management Programs at Professional Membership Associations: A Case Study and a Model"
"journal-article-10.2307_40288949-ngram1.txt","Writings on Archives, Records Management, and Historical Manuscripts, July 1949-June 1950"
"journal-article-10.2307_40294090-ngram1.txt","Schellenberg in Cyberspace"
"journal-article-10.2307_40289416-ngram1.txt","Writings on Archives, Current Records, and Historical Manuscripts, July 1951-June 1952"
"journal-article-10.2307_40293938-ngram1.txt","Archival Strategies"
"journal-article-10.2307_40293772-ngram1.txt","Russian Archives in Transition: Caught between Political Crossfire and Economic Crisis"
"journal-article-10.2307_40294175-ngram1.txt","Doing the Best We Can? The Use of Collection Development Policies and Cooperative Collecting Activities at Manuscript Repositories"
"journal-article-10.2307_40294496-ngram1.txt","Concepts of Record (2): Prototypes and Boundary Objects"
"journal-article-10.2307_40294313-ngram1.txt","Political Democracy and Archival Development in the Management of Presidential Records in the Republic of Korea"
"journal-article-10.2307_43489633-ngram1.txt","Saving-Over, Over-Saving, and the Future Mess of Writers' Digital Archives: A Survey Report on the Personal Digital Archiving Practices of Emerging Writers"
"journal-article-10.2307_40294221-ngram1.txt","Oral History in the Archives: Its Documentary Role in the Twenty-First Century"
"journal-article-10.2307_40294573-ngram1.txt","Concepts of Record (1): Evidence, Information, and Persistent Representations"
"journal-article-10.2307_40294080-ngram1.txt","Special Collections Repositories at Association of Research Libraries Institutions: A Study of Current Practices in Preservation Management"
"journal-article-10.2307_40294522-ngram1.txt","The Creation and Destruction of the 1890 Federal Census"
"journal-article-10.2307_40289028-ngram1.txt","Writings on Archives, Current Records, and Historical Manuscripts, July 1950-June 1951"
